im_file,offset
../scratch/check_first_frames/ch08_20181208112901.jpg,1
../scratch/check_first_frames/ch08_20181208132211.jpg,1
../scratch/check_first_frames/ch08_20181208135026.jpg,1
../scratch/check_first_frames/ch08_20181208141843.jpg,0
../scratch/check_first_frames/ch08_20181208161151.jpg,1
../scratch/check_first_frames/ch08_20181208164008.jpg,0
../scratch/check_first_frames/ch08_20181208170823.jpg,0
../scratch/check_first_frames/ch08_20181208173641.jpg,1
../scratch/check_first_frames/ch08_20181208192953.jpg,1
../scratch/check_first_frames/ch08_20190103120546.jpg,1
../scratch/check_first_frames/ch08_20190103123400.jpg,1
../scratch/check_first_frames/ch08_20190103130218.jpg,0
../scratch/check_first_frames/ch08_20190103152341.jpg,1
../scratch/check_first_frames/ch08_20190103155158.jpg,0
../scratch/check_first_frames/ch08_20190103162016.jpg,1
../scratch/check_first_frames/ch08_20190103164831.jpg,1
../scratch/check_first_frames/ch08_20190104073251.jpg,1
../scratch/check_first_frames/ch08_20190104092558.jpg,0
../scratch/check_first_frames/ch08_20190104095416.jpg,1
../scratch/check_first_frames/ch08_20190104102234.jpg,0
../scratch/check_first_frames/ch08_20190104121539.jpg,1
../scratch/check_first_frames/ch08_20190104124357.jpg,1
../scratch/check_first_frames/ch08_20190104131214.jpg,1
../scratch/check_first_frames/ch08_20190104143704.jpg,1
../scratch/check_first_frames/ch08_20190104150522.jpg,1
../scratch/check_first_frames/ch08_20190330120044.jpg,1
../scratch/check_first_frames/ch08_20190330122901.jpg,1
../scratch/check_first_frames/ch08_20190330132536.jpg,0
