im_file,offset
../scratch/check_first_frames/ch07_20181208163509.jpg,1
../scratch/check_first_frames/ch07_20181208170323.jpg,1
../scratch/check_first_frames/ch07_20181208173141.jpg,1
../scratch/check_first_frames/ch07_20181208192451.jpg,1
../scratch/check_first_frames/ch07_20190103121323.jpg,0
../scratch/check_first_frames/ch07_20190103124140.jpg,0
../scratch/check_first_frames/ch07_20190103130955.jpg,0
../scratch/check_first_frames/ch07_20190103153120.jpg,1
../scratch/check_first_frames/ch07_20190103155936.jpg,1
../scratch/check_first_frames/ch07_20190103162753.jpg,-1
../scratch/check_first_frames/ch07_20190104073939.jpg,1
../scratch/check_first_frames/ch07_20190104093244.jpg,1
../scratch/check_first_frames/ch07_20190104100101.jpg,0
../scratch/check_first_frames/ch07_20190104102919.jpg,1
../scratch/check_first_frames/ch07_20190104122224.jpg,1
../scratch/check_first_frames/ch07_20190104125041.jpg,0
../scratch/check_first_frames/ch07_20190104144347.jpg,1
../scratch/check_first_frames/ch07_20190104151205.jpg,1
../scratch/check_first_frames/ch07_20190328152500.jpg,1
../scratch/check_first_frames/ch07_20190328155317.jpg,0
../scratch/check_first_frames/ch07_20190328162135.jpg,1
../scratch/check_first_frames/ch07_20190328164952.jpg,0
../scratch/check_first_frames/ch07_20190328171810.jpg,1
../scratch/check_first_frames/ch07_20190330083108.jpg,0
../scratch/check_first_frames/ch07_20190330085926.jpg,1
../scratch/check_first_frames/ch07_20190330102414.jpg,1
../scratch/check_first_frames/ch07_20190330105232.jpg,1
../scratch/check_first_frames/ch07_20190330112046.jpg,1
../scratch/check_first_frames/ch07_20190330114903.jpg,1
../scratch/check_first_frames/ch07_20190330121721.jpg,1
../scratch/check_first_frames/ch07_20190330124538.jpg,0
../scratch/check_first_frames/ch07_20190330131356.jpg,1
../scratch/check_first_frames/ch08_20181102180000.jpg,4
../scratch/check_first_frames/ch08_20190328152540.jpg,1
../scratch/check_first_frames/ch08_20190328155357.jpg,1
../scratch/check_first_frames/ch08_20190328162215.jpg,1
../scratch/check_first_frames/ch08_20190328165032.jpg,1
../scratch/check_first_frames/ch08_20190328171850.jpg,1
../scratch/check_first_frames/ch08_20190330084246.jpg,1
../scratch/check_first_frames/ch08_20190330103554.jpg,1
../scratch/check_first_frames/ch08_20190330110411.jpg,0
../scratch/check_first_frames/ch08_20190330125718.jpg,1
